Query Recipe,Query Ingredients,Model,Rank,Recommended Recipe,Recommended Ingredients,predicted_relevance_tfidf,relevance_tfidf,Recommended Recipe W2V,Recommended Ingredients W2V,predicted_relevance_word2vec,relevance_word2vec
Голубцы закусочные,"капуста, морковь, чеснок, вода, соль, сахар, уксус, масло подсолнечное, лавровый лист, перец чёрный горошком, перец душистый горошком, гвоздика",TF-IDF,2,Тушеная говядина с морковью и луком,Говядина Лук репчатый Морковь Черный душистый перец горошком Лавровый лист Паприка Молотый красный перец Соль Перец черный молотый Растительное масло,0.5269531156391126,"1,00",Свинина в горчично-сметаном соусе,Мясо Сметана Горчица Чеснок Соль Перец черный молотый Лавровый лист Прованские травы Гвоздика,0.6355838775634766,"0,50"
Голубцы закусочные,"капуста, морковь, чеснок, вода, соль, сахар, уксус, масло подсолнечное, лавровый лист, перец чёрный горошком, перец душистый горошком, гвоздика",TF-IDF,3,Маринованные огурцы с винным уксусом,Белый винный уксус 100 мл Соль 25 г Огурцы 1 кг Сахар 100 г Лавровый лист 1 штука Молотый душистый перец 8 штук,0.5226858810739277,"0,50",Курица на банке,Курица Чеснок Лук репчатый Картофель Соль Паприка Перец черный молотый Черный перец горошком Душистый перец горошком Лавровый лист,0.6286320090293884,"0,50"
Голубцы закусочные,"капуста, морковь, чеснок, вода, соль, сахар, уксус, масло подсолнечное, лавровый лист, перец чёрный горошком, перец душистый горошком, гвоздика",TF-IDF,4,Маринованная капуста со свеклой пелюстка,Белокочанная капуста 2 кг Свекла 3 штуки Красный стручковый перец 1 штука Чеснок 7 зубчиков Яблочный уксус 200 мл Растительное масло 100 мл Соль 2 столовые ложки Сахар 75 г Гвоздика 7 штук Лавровый лист 3 штуки Черный душистый перец горошком 7 штук Вода 1 л,0.5157129791719832,"0,50",Гуляш из свинины с подливой,Свинина Томатная паста Лук Вода Лавровый лист Паприка Перец чили Соль Перец черный молотый Чеснок,0.6259520053863525,"0,50"
Голубцы закусочные,"капуста, морковь, чеснок, вода, соль, сахар, уксус, масло подсолнечное, лавровый лист, перец чёрный горошком, перец душистый горошком, гвоздика",TF-IDF,5,Овощное рагу с баклажанами и зеленью,Кабачки Баклажаны Сладкий перец Морковь Лук репчатый Помидоры Пшеничная мука Лавровый лист Черный душистый перец Перец черный молотый Соль Зелень,0.5142356329018244,"1,00",Медовый кролик,Сладкий перец Лук Чеснок Мед Сметана Соль Морковь Приправа «Вегетта» Кролик Лавровый лист,0.6216567754745483,"0,50"
Голубцы закусочные,"капуста, морковь, чеснок, вода, соль, сахар, уксус, масло подсолнечное, лавровый лист, перец чёрный горошком, перец душистый горошком, гвоздика",TF-IDF,6,Сало мокрого посола из ресторана «Шинок»,Сало 1 кг Вода 1 л Крупная соль 5 столовых ложек Лавровый лист 5 штук Черный душистый перец 6 штук Черный перец горошком 5 штук Чеснок 5 зубчиков Перец черный молотый по вкусу,0.5048786633636724,"0,50",Печеное веперево колено (запеченная свиная рулька),Свиная рулька Пиво Чеснок Лавровый лист Черный перец горошком Соль Лук Мед Имбирь Соевый соус Сахар,0.6214265823364258,"0,00"
Голубцы закусочные,"капуста, морковь, чеснок, вода, соль, сахар, уксус, масло подсолнечное, лавровый лист, перец чёрный горошком, перец душистый горошком, гвоздика",TF-IDF,7,Борщ из говядины и свинины,Говядина 400 г Свинина 400 г Лавровый лист 2 штуки Черный перец горошком 5 штук Лук репчатый 1 головка Морковь 200 г Соль 1 столовая ложка Белокочанная капуста 200 г Столовый уксус 20 мл Помидоры 500 г Зелень 1 пучок Черный душистый перец 5 штук Свекла 300 г Растительное масло 50 мл Сахар 20 г,0.4992465022878586,"1,00",Запеченный карбонад,Соль Карбонад Перец черный молотый Карри Хмели-сунели Лавровый лист Черный душистый перец горошком Вода,0.6197843551635742,"0,00"
Голубцы закусочные,"капуста, морковь, чеснок, вода, соль, сахар, уксус, масло подсолнечное, лавровый лист, перец чёрный горошком, перец душистый горошком, гвоздика",TF-IDF,8,Тушёное мясо в томатном соусе,Говядина Томатная паста Вода Лук репчатый Соль Молотый душистый перец Лавровый лист Растительное масло,0.49858340139850943,"1,00",Курица в соевом соусе,Винный уксус Курица Пиво Топленое масло Соевый соус Чеснок Перец черный молотый Лавровый лист Соль,0.6191383004188538,"0,00"
Голубцы закусочные,"капуста, морковь, чеснок, вода, соль, сахар, уксус, масло подсолнечное, лавровый лист, перец чёрный горошком, перец душистый горошком, гвоздика",TF-IDF,9,Стифадо из кролика,Кролик Морковь Сельдерей Лук Чеснок Помидоры Вода Вино Уксус Оливковое масло Сливочное масло Томатная паста Орегано Свежие листья орегано Морская соль Перец черный молотый Черный душистый перец Лавровый лист Корица,0.4984979974145056,"0,00",Вепрево колено,Свиная рулька Темное пиво Морковь Корень сельдерея Лук репчатый Лавровый лист Гвоздика Душистый перец горошком Тмин Горчица Мед Соль Перец черный молотый,0.6182011961936951,"0,00"
Голубцы закусочные,"капуста, морковь, чеснок, вода, соль, сахар, уксус, масло подсолнечное, лавровый лист, перец чёрный горошком, перец душистый горошком, гвоздика",TF-IDF,10,Сало от From Russia with Love,Сало 1 кг Соль 50 г Чеснок 3 зубчика Лавровый лист 5 штук Черный душистый перец по вкусу Гвоздика 2 штуки,0.49839012295765317,"0,00",Тушёное мясо в томатном соусе,Говядина Томатная паста Вода Лук репчатый Соль Молотый душистый перец Лавровый лист Растительное масло,0.6168078184127808,"0,00"
Блинный салат с курицей,"молоко, яйца, масло растительное, мука, дрожжи сухие, сахар, соль, куриное филе, огурцы маринованные, сыр твёрдый, чеснок, майонез, сметана, зелень укропа, соль...",TF-IDF,1,Курица по‑купечески,Куриное филе Чеснок Твердый сыр Майонез Сливочное масло Зелень,0.7009805893320282,"0,50",Легкие кабачки с крабовыми палочками,Кабачки Творог Сметана Морковь Чеснок Укроп Сыр Соль Специи,0.5875449180603027,"0,00"
Блинный салат с курицей,"молоко, яйца, масло растительное, мука, дрожжи сухие, сахар, соль, куриное филе, огурцы маринованные, сыр твёрдый, чеснок, майонез, сметана, зелень укропа, соль...",TF-IDF,2,Тарталетки из картофеля с куриным филе под чесночно-сырным соусом,Майонез Куриное филе Чеснок Картофель Зеленый лук Твердый сыр Соль,0.5771331266383484,"0,50",Котлеты в соусе из плавленного сыра,Фарш Лук Яйцо куриное Батон Чеснок Плавленый сыр Смесь итальянских трав Укроп Пшеничная мука,0.5817188024520874,"0,50"
Блинный салат с курицей,"молоко, яйца, масло растительное, мука, дрожжи сухие, сахар, соль, куриное филе, огурцы маринованные, сыр твёрдый, чеснок, майонез, сметана, зелень укропа, соль...",TF-IDF,3,Курица с ананасами под сыром,Куриное филе Сметана Твердый сыр Майонез Соль Консервированный ананас,0.5574279380631728,"0,00",Печеный картофель с сырными шариками,Картофель Сливочное масло Сыр Измельченный укроп Чеснок Соль Майонез,0.5784889459609985,"0,00"
Блинный салат с курицей,"молоко, яйца, масло растительное, мука, дрожжи сухие, сахар, соль, куриное филе, огурцы маринованные, сыр твёрдый, чеснок, майонез, сметана, зелень укропа, соль...",TF-IDF,4,"Рыба, запеченная с помидорами и сыром",Филе трески Помидоры Сметана Чеснок Зелень Соль Твердый сыр Перец черный молотый,0.5513359717943189,"0,00","Кабачки, запеченные с сыром",Кабачки Сметана Горчица Яйцо куриное Тертый сыр Укроп Соль Петрушка Специи,0.5706977248191833,"0,00"
Блинный салат с курицей,"молоко, яйца, масло растительное, мука, дрожжи сухие, сахар, соль, куриное филе, огурцы маринованные, сыр твёрдый, чеснок, майонез, сметана, зелень укропа, соль...",TF-IDF,5,Чесночный хлеб с зеленью,Яйцо куриное 4 штуки Маргарин 250 г Сухие дрожжи 11 г Сахар ½ стакана Молоко 250 мл Пшеничная мука 4 стакана Зелень по вкусу Чеснок 2 зубчика Сливочное масло 50 г Твердый сыр 100 г,0.5431138903011612,"1,00","Стожки с фаршем, картофелем и сыром",Фарш Лук репчатый Молоко Нарезной батон Сыр Картофель Майонез Соль Специи Чеснок,0.568693220615387,"0,00"
Блинный салат с курицей,"молоко, яйца, масло растительное, мука, дрожжи сухие, сахар, соль, куриное филе, огурцы маринованные, сыр твёрдый, чеснок, майонез, сметана, зелень укропа, соль...",TF-IDF,6,Баклажаны с беконом и сыром,Баклажаны Бекон Помидоры Сметана Твердый сыр Майонез Зелень Чеснок Соль Перец черный молотый,0.542128946999819,"0,00",Кабачок с помидорами и сыром,Кабачки Помидоры Специи Сметана Яйцо куриное Молоко Сыр,0.5686001181602478,"0,00"
Блинный салат с курицей,"молоко, яйца, масло растительное, мука, дрожжи сухие, сахар, соль, куриное филе, огурцы маринованные, сыр твёрдый, чеснок, майонез, сметана, зелень укропа, соль...",TF-IDF,7,Быстрый салат с курицей,Куриное филе 2 штуки Помидоры 2 штуки Твердый сыр 100 г Чеснок 2 зубчика Майонез по вкусу Соль по вкусу,0.5325593578618871,"1,00",Картофель запеченый с мясом в сливочном соусе,Картофель Свинина Молоко Сметана Сливочное масло Соевый соус Соль Специи для мяса Твердый сыр Растительное масло Лук репчатый Чеснок Майонез Зелень,0.564509391784668,"0,00"
Блинный салат с курицей,"молоко, яйца, масло растительное, мука, дрожжи сухие, сахар, соль, куриное филе, огурцы маринованные, сыр твёрдый, чеснок, майонез, сметана, зелень укропа, соль...",TF-IDF,8,Салат «Праздничный» с сырoм,Морковь 3 штуки Куриное филе 500 г Майонез 240 г Зелень по вкусу Плавленый сыр 200 г Яйцо куриное 5 штук Твердый сыр 200 г,0.5254695120554169,"0,50",Пирог с фаршем и грибами,Пшеничная мука Яйцо куриное Сметана Майонез Сыр Гашеная сода Мясной фарш Лук репчатый Грибы Растительное масло Пряности Соль,0.5626126527786255,"0,50"
Блинный салат с курицей,"молоко, яйца, масло растительное, мука, дрожжи сухие, сахар, соль, куриное филе, огурцы маринованные, сыр твёрдый, чеснок, майонез, сметана, зелень укропа, соль...",TF-IDF,9,Курица кусочками в сливочном соусе,Чеснок Куриное филе Пшеничная мука Растительное масло Молоко Зелень,0.5172954655513833,"0,50",Лодочки из кабачков,Кабачки Фарш Помидоры Сыр Зелень Специи для салата Растительное масло,0.5613093376159668,"0,00"
Блинный салат с курицей,"молоко, яйца, масло растительное, мука, дрожжи сухие, сахар, соль, куриное филе, огурцы маринованные, сыр твёрдый, чеснок, майонез, сметана, зелень укропа, соль...",TF-IDF,10,Лангуши (венгерские пышки),"Молоко 200 мл Сметана 20%-ная 5 столовых ложек Яйцо куриное 1 штука Сахар 1 чайная ложка Соль ½ чайной ложки Пшеничная мука 1,5 стакана Свежие дрожжи 30 г Чеснок 3 зубчика Твердый сыр 100 г ",0.512120621397962,"0,50",Малосольные огурцы с чесноком,Чеснок Соль Огурцы Сахар Укроп Хрен,0.5601024627685547,"0,00"
Очень простой пирог,"мука, яйца, масло сливочное, масло сливочное, сахар, сода, шоколад, корица, ванилин, пудра сахарная",TF-IDF,1,Песочное печенье по‑шотландски (Scottish butter cookies),Пшеничная мука 260 г Сливочное масло 225 г Соль ¼ чайной ложки Сахарная пудра 60 г Ванилин 4 г,0.6386980300011516,"1,00",Творожная Пасха,Творог Яичный желток Сливочное масло Сметана 30%-ная Сахар Изюм Жареный миндаль Цукаты Ванилин,0.5127550959587097,"0,50"
Очень простой пирог,"мука, яйца, масло сливочное, масло сливочное, сахар, сода, шоколад, корица, ванилин, пудра сахарная",TF-IDF,2,Шоколадный кекс (Moelleux au chocolat),Сливочное масло 75 г Черный шоколад 70% 100 г Пшеничная мука 25 г Сахарная пудра 50 г Яйцо куриное 2 штуки,0.5858935872244483,"1,00",Ванильная овсяная каша со свежей голубикой,Молоко Ванильный сахар Овсяные хлопья Голубика,0.5075973272323608,"0,00"
Очень простой пирог,"мука, яйца, масло сливочное, масло сливочное, сахар, сода, шоколад, корица, ванилин, пудра сахарная",TF-IDF,3,Песочное печенье с глазурью,Сливочное масло 200 г Сахар 100 г Яйцо куриное 2 штуки Пшеничная мука 300 г Сода щепотка Сахарная пудра 200 г,0.5839035504021134,"1,00",Каша рисовая с яблоками,Рис Яблоко Вода Сахар Ваниль Сливочное масло,0.5060315132141113,"0,00"
Очень простой пирог,"мука, яйца, масло сливочное, масло сливочное, сахар, сода, шоколад, корица, ванилин, пудра сахарная",TF-IDF,4,Шоколадный кекс по‑французски,Сливочное масло 100 г Сахар 50 г Яйцо куриное 5 штук Пшеничная мука 60 г Соль ¼ чайной ложки Черный шоколад 70% 200 г Сахарная пудра 100 г,0.5837106807932283,"1,00","Репа, фаршированная сладкой манной кашей",Репа Манная крупа Сахар Сливочное масло,0.5055502653121948,"0,00"
Очень простой пирог,"мука, яйца, масло сливочное, масло сливочное, сахар, сода, шоколад, корица, ванилин, пудра сахарная",TF-IDF,5,Печенье «Кулуракья»,Пшеничная мука 600 г Сливочное масло 310 г Сахарная пудра 170 г Яйцо куриное 2 штуки Цедра апельсина 20 г Разрыхлитель 10 г Мед 10 г Сода 3 г Ванилин 2 г,0.5728253039788413,"1,00",Тарт с лимонным кремом и меренгой,Сахар Сливочное масло Сахарная пудра Яичный желток Пшеничная мука Лимонный сок Яйцо куриное Желатин Лимонная цедра Яичный белок Вода,0.49951475858688354,"0,50"
Очень простой пирог,"мука, яйца, масло сливочное, масло сливочное, сахар, сода, шоколад, корица, ванилин, пудра сахарная",TF-IDF,6,Печенье с шоколадными кусочками классическое,Сливочное масло 200 г Коричневый сахар 200 г Яйцо куриное 2 штуки Сахарная пудра 180 г Пшеничная мука 600 г Сода 1 чайная ложка Соль 1 чайная ложка Измельченный фундук 1 стакан Темный шоколад 200 г Ванилин по вкусу,0.5724012203963558,"1,00","Пудинг из урюка, брюквы и творога",Брюква Урюк Творог Яичный белок Молоко Сливочное масло Сахар Манная крупа Сметана,0.49859878420829773,"0,00"
Очень простой пирог,"мука, яйца, масло сливочное, масло сливочное, сахар, сода, шоколад, корица, ванилин, пудра сахарная",TF-IDF,7,Лимонно-ванильный пирог,Лимон 2 штуки Сахар 280 г Пшеничная мука 300 г Ванилин ½ чайной ложки Яйцо куриное 3 штуки Сливочное масло 160 г Сахарная пудра по вкусу,0.571935783114752,"1,00",Творожный пудинг в микроволновке,Творог Яйцо куриное Сахар Манная крупа Мак Лимонный сок Соль Разрыхлитель Ванильный сахар,0.4966069459915161,"0,00"
Очень простой пирог,"мука, яйца, масло сливочное, масло сливочное, сахар, сода, шоколад, корица, ванилин, пудра сахарная",TF-IDF,8,Scottish Shortbread Cookies,Пшеничная мука 260 г Соль ¼ чайной ложки Сливочное масло 225 г Ванилин 1 чайная ложка Сахарная пудра 60 г,0.5664114430605699,"1,00",Творожная запеканка с ягодным сиропом,Творог Сметана Яйцо куриное Сахар Изюм Манная крупа Ванилин Ягодный сироп Растительное масло,0.49581438302993774,"0,50"
Очень простой пирог,"мука, яйца, масло сливочное, масло сливочное, сахар, сода, шоколад, корица, ванилин, пудра сахарная",TF-IDF,9,Суфле с ванилью,Яйцо куриное 2 штуки Сахар 40 г Молоко 40 мл Пшеничная мука 1 столовая ложка Сливочное масло 2 г Ванилин по вкусу Сахарная пудра по вкусу,0.564744044578871,"1,00",Клубника Конде,Рис Молоко Яичный желток Клубника Бренди Ванильный стручок Лимонный сок Сахар Сахарная пудра,0.4926677644252777,"0,00"
Очень простой пирог,"мука, яйца, масло сливочное, масло сливочное, сахар, сода, шоколад, корица, ванилин, пудра сахарная",TF-IDF,10,Простой шоколадный пирог,Пшеничная мука 1 стакан Сливочное масло 300 г Шоколад 300 г Яйцо куриное 3 штуки Сахарная пудра 2 столовые ложки,0.55751251827333,"1,00",Вареники с творогом на пару,Пшеничная мука Яйцо куриное Кефир Соль Сахар Творог Сода Сливочное масло,0.4920676350593567,"0,00"
"Сельдь, маринованная с горчицей","сельдь соленая, лук репчатый, горчица, сахар, уксус, масло растительное, вода",TF-IDF,1,Картофельный салат с сельдью,Картофель 800 г Лук репчатый 200 г Сельдь 350 г Оливковое масло 60 мл Уксус 80 мл Горчица по вкусу,0.7445779798815066,"1,00",Маринад для шашлыка,Вода Уксус Соль Сахар Подсолнечное масло Лук,0.6352255940437317,"0,00"
"Сельдь, маринованная с горчицей","сельдь соленая, лук репчатый, горчица, сахар, уксус, масло растительное, вода",TF-IDF,2,Печеный картофель,Картофель Сельдь Лук репчатый,0.6641227228862553,"0,50",Рыба под рисом с луком,Филе рыбы Рис Лук Морковь Лимонный сок Сливочное масло Растительное масло Вода,0.5917342901229858,"0,00"
"Сельдь, маринованная с горчицей","сельдь соленая, лук репчатый, горчица, сахар, уксус, масло растительное, вода",TF-IDF,3,Селедочное масло,Сельдь 1 штука Сливочное масло 200 г Яйцо куриное 2 штуки Укроп 30 г Соль 5 г Лук репчатый 1 головка Горчица 5 г,0.643647494858058,"1,00",Свинина в кисло-сладком соусе по‑китайски (кубаро),Карбонад Кукурузный крахмал Лук Молодая морковь Сладкий перец Замороженные овощи Мелко рубленный чеснок Соевое масло Кипяток Сахар Соевый соус Уксус Устричный соус,0.568802535533905,"0,00"
"Сельдь, маринованная с горчицей","сельдь соленая, лук репчатый, горчица, сахар, уксус, масло растительное, вода",TF-IDF,4,Сельдь в сметанном соусе,Сметана Сельдь Горчица Сахар Лук репчатый Яблоко Лимонный сок Зелень,0.6353253233239827,"1,00",Борщ с черносливом и лимоном,Капуста Картофель Свекла Чернослив без косточек Винный уксус Лук Морковь Сахар Растительное масло Чеснок Розовая вода Лавровый лист Томатный сок Лимон,0.5616635084152222,"0,00"
"Сельдь, маринованная с горчицей","сельдь соленая, лук репчатый, горчица, сахар, уксус, масло растительное, вода",TF-IDF,5,Анчоусное масло,Сливочное масло 25 г Сельдь 25 г,0.619893402907544,"1,00",Паровая сельдь с зеленым луком,Зеленый лук Сельдь Соевый соус Корень имбиря Растительное масло,0.5577613711357117,"1,00"
"Сельдь, маринованная с горчицей","сельдь соленая, лук репчатый, горчица, сахар, уксус, масло растительное, вода",TF-IDF,6,Форшмак из селедки,Сельдь 600 г Морковь 100 г Лук репчатый 300 г Яйцо куриное 2 штуки,0.6150847304625489,"1,00",Габаджоу (свинина в кисло-сладком соусе),Свинина Крахмал Вода Соевый соус Рисовый уксус для суши Томатная паста Сахар Лук Растительное масло,0.5551679134368896,"0,00"
"Сельдь, маринованная с горчицей","сельдь соленая, лук репчатый, горчица, сахар, уксус, масло растительное, вода",TF-IDF,7,Сельдь на гриле с горчичным соусом,Оливковое масло Сельдь Соль Сливочное масло Пшеничная мука Яичный желток Горчица,0.5539328241340731,"1,00",Рис жареный с морковью и луком,Рис Лук Морковь Вода Растительное масло Соль,0.5538679361343384,"0,00"
"Сельдь, маринованная с горчицей","сельдь соленая, лук репчатый, горчица, сахар, уксус, масло растительное, вода",TF-IDF,8,Соус из селедки,Сельдь 1 штука Лук ½ штуки Соль щепотка,0.5433663369904095,"1,00",Тушеная капуста,Лук репчатый Белокочанная капуста Уксус Сахар Пшеничная мука Томатное пюре Вода Растительное масло,0.547877311706543,"0,00"
"Сельдь, маринованная с горчицей","сельдь соленая, лук репчатый, горчица, сахар, уксус, масло растительное, вода",TF-IDF,9,Запеченный картофель с сельдью,Картофель Лук репчатый Пшеничная мука Растительное масло Молоко Сельдь Яйцо куриное,0.5401004136713463,"0,50",Чахохбили из тушеной курицы,Куриные бедра Лук Помидоры Чеснок Рубленая петрушка Подсолнечное масло Уксус Вода,0.5469815731048584,"0,00"
"Сельдь, маринованная с горчицей","сельдь соленая, лук репчатый, горчица, сахар, уксус, масло растительное, вода",TF-IDF,10,Салат из сельди с картофелем и яблоком,Филе сельди 500 г Картофель 300 г Соленые огурцы 200 г Морковь 200 г Яблоко 250 г Лук репчатый 100 г Яйцо куриное 4 штуки Майонез 300 г Горчица 20 г Уксус по вкусу Перец черный молотый по вкусу,0.5369131813728522,"1,00",Маринованная тушеная говядина с огурцами,Говядина Вода Растительное масло Соевый соус Огурцы Корень кинзы (кориандра) Перец черный молотый Сахар,0.5457590818405151,"0,00"
Закусочный торт из картофельного пюре,"картофель, тунец консервированный, яйца отварные, оливки, масло сливочное, зелень петрушки, майонез, соль, перец, масло растительное, лимон",TF-IDF,1,Салат из фасоли и тунца,Консервированный тунец в масле 100 г Белая консервированная фасоль 200 г Красный лук 1 головка Лимон ½ штуки Оливковое масло 1 столовая ложка Перец черный молотый по вкусу Соль по вкусу,0.5518342788461873,"0,50",Картофель по‑андалузски,Картофель Маринованные огурцы Маринованные грибы Консервированный тунец в масле Оливки Майонез Зелень Сыр,0.6388545036315918,"1,00"
Закусочный торт из картофельного пюре,"картофель, тунец консервированный, яйца отварные, оливки, масло сливочное, зелень петрушки, майонез, соль, перец, масло растительное, лимон",TF-IDF,2,"Слоеный салат с тунцом, рисом и луком",Консервированный тунец в масле 1 банка Рис 150 г Лук репчатый 1 штука Сыр 70 г Яйцо куриное 3 штуки Майонез 150 г Соль по вкусу Перец черный молотый по вкусу Лимон ½ штуки Огурцы 1 штука,0.5397959574975006,"0,50",Запеченная рыба под овощами,Рыба Картофель Помидоры Майонез Сыр Подсолнечное масло Соль Специи Лук репчатый Морковь Зелень,0.6328608989715576,"1,00"
Закусочный торт из картофельного пюре,"картофель, тунец консервированный, яйца отварные, оливки, масло сливочное, зелень петрушки, майонез, соль, перец, масло растительное, лимон",TF-IDF,3,"Картофель, запеченный с шампиньонами",Картофель Майонез Консервированные шампиньоны Соль Перец черный молотый Молотый красный перец Сметана Растительное масло Зелень,0.5366852611429938,"0,50",Запеченная в пакете рыба с помидорами черри,Филе пангасиуса Помидоры черри Лимон Оливковое масло Приправа для рыбы Укроп Соль,0.6314253807067871,"0,50"
Закусочный торт из картофельного пюре,"картофель, тунец консервированный, яйца отварные, оливки, масло сливочное, зелень петрушки, майонез, соль, перец, масло растительное, лимон",TF-IDF,4,Салат «Сугроб»,Картофель 4 штуки Морковь 3 г Консервированный тунец 1 банка Лук 1 штука Яйцо куриное 4 штуки Чеснок 2 зубчика Майонез 200 г Соль по вкусу Сладкий перец 1 штука Сыр 150 г,0.5340543036552138,"1,00",Скумбрия гриль на сковороде,Скумбрия Петрушка Зеленый лук Лимон Приправа для рыбы Соль,0.6291767358779907,"0,00"
Закусочный торт из картофельного пюре,"картофель, тунец консервированный, яйца отварные, оливки, масло сливочное, зелень петрушки, майонез, соль, перец, масло растительное, лимон",TF-IDF,5,Жаренный картофель с яйцом,Картофель Яйцо куриное Сливочное масло Соль Зелень,0.5299545449382325,"0,50",Рыба с картофелем в пароварке,Стейк из семги Картофель Лимон Специи Зелень Оливковое масло,0.625683069229126,"0,50"
Закусочный торт из картофельного пюре,"картофель, тунец консервированный, яйца отварные, оливки, масло сливочное, зелень петрушки, майонез, соль, перец, масло растительное, лимон",TF-IDF,6,Холодный пирог из тунца бонито,Картофель Оливковое масло Лук репчатый Консервированный тунец бонито в масле Томатная паста Соль Майонез,0.5226452777696078,"1,00",Запеченный лосось с песто,Филе лосося Песто Вяленые помидоры Маслины Лимонная цедра Картофель Зелень Лимон,0.6177730560302734,"0,00"
Закусочный торт из картофельного пюре,"картофель, тунец консервированный, яйца отварные, оливки, масло сливочное, зелень петрушки, майонез, соль, перец, масло растительное, лимон",TF-IDF,7,Простой салат из пасты с тунцом,Паста фузилли 340 г Консервированный тунец 340 г Зелень сельдерея 1 стебель Замороженный зеленый горошек 1 стакан Майонез 225 г Соль по вкусу Перец черный молотый по вкусу,0.5218927457835526,"0,50",Печеный картофель с сырными шариками,Картофель Сливочное масло Сыр Измельченный укроп Чеснок Соль Майонез,0.6171854734420776,"0,00"
Закусочный торт из картофельного пюре,"картофель, тунец консервированный, яйца отварные, оливки, масло сливочное, зелень петрушки, майонез, соль, перец, масло растительное, лимон",TF-IDF,8,Слоеный салат с тунцом и сыром,Консервированный тунец в масле 1 банка Сыр 150 г Огурцы 2 штуки Яйцо куриное 4 штуки Майонез по вкусу Морковь 1 штука,0.520875831373801,"0,50",Камбала в духовке,Камбала Помидоры Сыр Укроп Лимон Сладкий перец Майонез Специи Петрушка,0.616316556930542,"0,00"
Закусочный торт из картофельного пюре,"картофель, тунец консервированный, яйца отварные, оливки, масло сливочное, зелень петрушки, майонез, соль, перец, масло растительное, лимон",TF-IDF,9,Салат «Тунец под шубой»,белый картофель 1 штука Морковь 2 штуки Зеленый горошек 300 г Майонез 200 г Огурцы 1 штука Яйцо куриное 2 штуки Консервированный тунец 200 г,0.5172597665502157,"1,00","Судак, фаршированный овощами",Судак Приправа для рыбы Лимонный сок Баклажаны Лук репчатый Растительное масло Помидоры Майонез Сыр Сладкий перец,0.6151936054229736,"0,00"
Закусочный торт из картофельного пюре,"картофель, тунец консервированный, яйца отварные, оливки, масло сливочное, зелень петрушки, майонез, соль, перец, масло растительное, лимон",TF-IDF,10,Салат из тунца с кукурузой,Консервированный тунец в собственном соку 1 банка Соленые огурцы 4 штуки Консервированная кукуруза 200 г Лук репчатый 1 головка Яйцо куриное 4 штуки Майонез 100 г Зелень по вкусу Соль по вкусу,0.5172196314328303,"0,50",Курица с лимоном и оливками,Лимон Курица Чеснок Оливки Картофель Оливковое масло Перец черный молотый Соль Зелень,0.6116043329238892,"0,00"
Печеная картошка с сыром и перепелиным яйцом,"картофель, яйцо перепелиное, зелень, масло сливочное",TF-IDF,1,Жаренный картофель с яйцом,Картофель Яйцо куриное Сливочное масло Соль Зелень,0.9282168001233395,"1,00",Картофель молодой в сметане,Картофель Сметана Сливочное масло,0.7357690930366516,"1,00"
Печеная картошка с сыром и перепелиным яйцом,"картофель, яйцо перепелиное, зелень, масло сливочное",TF-IDF,2,"Картофель отварной, с маслом и зеленью",Картофель Сливочное масло Соль Зелень,0.9035626446195515,"1,00",Жаренный картофель с яйцом,Картофель Яйцо куриное Сливочное масло Соль Зелень,0.7220908403396606,"1,00"
Печеная картошка с сыром и перепелиным яйцом,"картофель, яйцо перепелиное, зелень, масло сливочное",TF-IDF,3,Быстрое масло с травами,Зелень 70 г Сливочное масло 240 г,0.7740980822006907,"0,00",Яйца в гнезде,Молоко Ветчина Яйцо куриное Петрушка Картофель Сливочное масло,0.720520555973053,"1,00"
Печеная картошка с сыром и перепелиным яйцом,"картофель, яйцо перепелиное, зелень, масло сливочное",TF-IDF,4,Испанская тортилья с картошкой и помидорами,Картофель Лук репчатый Помидоры Яйцо куриное Зелень Соль,0.6718204655672166,"1,00","Картофель, печенный в фольге",Картофель Сливочное масло Укроп,0.7168000936508179,"1,00"
Печеная картошка с сыром и перепелиным яйцом,"картофель, яйцо перепелиное, зелень, масло сливочное",TF-IDF,5,Жареная картошка с зеленью,Картофель Соль Перец черный молотый Зелень Растительное масло,0.6505926506172603,"1,00",Кортафлянники,Сливочное масло Яйцо куриное Сметана Соль Растительное масло Картофель,0.7040545344352722,"1,00"
Печеная картошка с сыром и перепелиным яйцом,"картофель, яйцо перепелиное, зелень, масло сливочное",TF-IDF,6,Котлеты из вареной рыбы с картофелем,Рыба Лук Картофель Зелень Яйцо куриное,0.6063797606103274,"0,50",Картофельные зразы с сельдью,Картофель Филе сельди Яйцо куриное Сливочное масло Пшеничная мука,0.699424684047699,"1,00"
Печеная картошка с сыром и перепелиным яйцом,"картофель, яйцо перепелиное, зелень, масло сливочное",TF-IDF,7,Картофельные котлеты с сыром,Картофель Сыр Зелень Чеснок Сметана Яйцо куриное Пшеничная мука,0.6051593311773067,"1,00",Латкес с чесноком и свининой,Мясо Картофель Пшеничная мука Яйцо куриное Чеснок Сливочное масло Растительное масло,0.6943905353546143,"1,00"
Печеная картошка с сыром и перепелиным яйцом,"картофель, яйцо перепелиное, зелень, масло сливочное",TF-IDF,8,Картофель со сметанным соусом и сыром,Картофель Сметана Зелень Чеснок Сыр,0.6049363512905883,"0,50",Эчпочмак,Пшеничная мука Сливочное масло Кефир Яйцо куриное Мясо Картофель Сода Лук,0.6906055212020874,"0,50"
